chara,name,input,damage,startup,active,recovery,attribute,type,frameAdv
Yuzuriha,"Battoujutsu Ichi no Kata: Kiri★",6B,580,"15&lt;br&gt;Stance: 6",2,"24&lt;br&gt;D cancel: 21&lt;br&gt;Stance: 16",Strike,normal,"-8&lt;br&gt;D cancel: -5&lt;br&gt;Stance: 0"
Yuzuriha,"Battoujutsu Ichi no Kata: Kiri★",6C,580,"16&lt;br&gt;Stance: 6",2,"24&lt;br&gt;D cancel: 21&lt;br&gt;Stance: 16",Strike,normal,"-8&lt;br&gt;D cancel: -5&lt;br&gt;Stance: 0"
Yuzuriha,"Battoujutsu Ichi no Kata: Kiri★",j6A,580,"15&lt;br&gt;Stance: 5",3,"25&lt;br&gt;D cancel: 24&lt;br&gt;Stance: 18",Head,normal,"-10&lt;br&gt;D cancel:-9&lt;br&gt;Stance: -4"
Yuzuriha,"Battoujutsu Ichi no Kata: Kiri★",j6B,580,"15&lt;br&gt;Stance: 5",3,"25&lt;br&gt;D cancel: 24&lt;br&gt;Stance: 18",Head,normal,"-10&lt;br&gt;D cancel:-9&lt;br&gt;Stance: -4"
Yuzuriha,"Battoujutsu Ichi no Kata: Kiri★",j6C,580,"15&lt;br&gt;Stance: 5",3,"25&lt;br&gt;D cancel: 24&lt;br&gt;Stance: 18",Head,normal,"-10&lt;br&gt;D cancel:-9&lt;br&gt;Stance: -4"
Yuzuriha,"Battoujutsu Ni no Kata: Saki★",236A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;970, 650, or 320 depending on remaining stance marks. See note below.&quot;&gt;970&lt;/span&gt;","17&lt;br&gt;Stance: 9",2,"36&lt;br&gt;D cancel: 35&lt;br&gt;Stance: 28",Strike,special,"-8&lt;br&gt;D cancel: -7&lt;br&gt;Stance: 0"
Yuzuriha,"Battoujutsu Ni no Kata: Saki★",236B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;950, 680, or 400 depending on remaining stance marks. See note below.&quot;&gt;950&lt;/span&gt;","17&lt;br&gt;Stance: 9",2,"36&lt;br&gt;D cancel: 35&lt;br&gt;Stance: 28",Strike,special,"-8&lt;br&gt;D cancel: -7&lt;br&gt;Stance: 0"
Yuzuriha,"Battoujutsu Ni no Kata: Saki★",236C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;444x3, 710&quot;&gt;1754&lt;/span&gt;","4+8&lt;br&gt;Stance: 4+3",5,"38&lt;br&gt;D cancel 37&lt;br&gt;Stance: 30",Strike,special,"-16&lt;br&gt;D cancel: -16&lt;br&gt;Stance: -8"
Yuzuriha,"Battoujutsu Ni no Kata: Saki★",j236A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;970, 650, or 320 depending on remaining stance marks. See note below.&quot;&gt;970&lt;/span&gt;","22&lt;br&gt;Stance: 10",2,22,Strike,special,"-5&lt;br&gt;D cancel: -4&lt;br&gt;Stance: +2"
Yuzuriha,"Battoujutsu Ni no Kata: Saki★",j236B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;950, 680, or 400 depending on remaining stance marks. See note below.&quot;&gt;950&lt;/span&gt;","22&lt;br&gt;Stance: 10",2,22,Strike,special,"0&lt;br&gt;D cancel: +1&lt;br&gt;Stance: +7"
Yuzuriha,"Battoujutsu Ni no Kata: Saki★",j236C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;402x3, 710&quot;&gt;1642&lt;/span&gt;","4+12&lt;br&gt;Stance: 4+3",5,23,Strike,special,"-1&lt;br&gt;D cancel: 0&lt;br&gt;Stance: +6"
Yuzuriha,"Battoujutsu San no Kata: Tachi (Follow-up)★",B+C~A,765,15,2,"29&lt;br&gt;D cancel: 28&lt;br&gt;Stance: 20",Strike,other,"-6&lt;br&gt;D cancel: -5&lt;br&gt;Stance: 0"
Yuzuriha,"Battoujutsu San no Kata: Tachi★",B+C,850,"35 (25 with Vorpal)",2,"42&lt;br&gt;D cancel: 41&lt;br&gt;Stance: 34",Strike,other,"-8&lt;br&gt;D cancel: -7&lt;br&gt;Stance: 0"
Yuzuriha,"Battoujutsu San no Kata: Tachi★",jB+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;Vorpal: 890&quot;&gt;850&lt;/span&gt;",18,5,"23&lt;br&gt;D cancel: 22&lt;br&gt;Stance: 12&lt;br&gt;Landing: 11",Head,other,"-11&lt;br&gt;D cancel: -10&lt;br&gt;Stance: -1"
Yuzuriha,"Battoujutsu San no Kata: Tachi★",[B]+[C],1220,"70 (60 With Vorpal)",1,"54 (53 D-Cancel)",,other,
Yuzuriha,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Yuzuriha,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Yuzuriha,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Yuzuriha,Hazumi,Stance7/8/9,,3,,,,special,
Yuzuriha,"Iki Seishin no Kamae","&quot;After ★ Moves&quot;",,,,,,special,
Yuzuriha,"Over Here!★",421A,,,,,,special,
Yuzuriha,Shijima,Stance4/6,,,,,,special,
Yuzuriha,"Sougetsu Ittou-Ryu et cetera! Ten&#039;i Muhou★",2B+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;Vorpal: 820&quot;&gt;780&lt;/span&gt;","11&lt;br&gt;Stance: 8",4,25,Strike,other,-13
Yuzuriha,"Sougetsu Ittou-ryu et cetera! Yae Ichirin★",214A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;440, 392 x 3&quot;&gt;1418&lt;/span&gt;","20&lt;br&gt;Stance: 12",5(4)16,"26&lt;br&gt;D cancel: 23&lt;br&gt;Stance: 10",Strike,special,"-11&lt;br&gt;D cancel: -8&lt;br&gt;Stance: +5"
Yuzuriha,"Sougetsu Ittou-ryu et cetera! Yae Ichirin★",214B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;440, 392 x 3&quot;&gt;1418&lt;/span&gt;","21&lt;br&gt;Stance: 13",5(4)16,"21&lt;br&gt;D cancel: 18&lt;br&gt;Stance: 5",Strike,special,"-6&lt;br&gt;D cancel: -3&lt;br&gt;Stance: +10"
Yuzuriha,"Sougetsu Ittou-ryu et cetera! Yae Ichirin★",214C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;288, 222 x 6, 800&quot;&gt;2007&lt;/span&gt;","4+11&lt;br&gt;Stance: 4+6",3(4)19,30,Strike,special,-6
Yuzuriha,"Sougetsu Ittou-ryu et cetera! Yae Ichirin★",j214A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;440, 392 x 3&quot;&gt;1418&lt;/span&gt;","22&lt;br&gt;Stance: 12",5(4)16,x,Strike,special,"±0&lt;br&gt;D cancel: +3&lt;br&gt;Stance: +16"
Yuzuriha,"Sougetsu Ittou-ryu et cetera! Yae Ichirin★",j214B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;440, 392 x 3&quot;&gt;1418&lt;/span&gt;","23&lt;br&gt;Stance: 13",5(4)16,x,Strike,special,"±0&lt;br&gt;D cancel: +3&lt;br&gt;Stance: +16"
Yuzuriha,"Sougetsu Ittou-ryu et cetera! Yae Ichirin★",j214C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;288, 222 x 6, 800&quot;&gt;2007&lt;/span&gt;","4+9&lt;br&gt;Stance: 4+7",3(4)19,x,Strike,special,±0
Yuzuriha,"Sougetsu Ittou-Ryu Ougi: Kashou",41236D,3453,1+9,3(20)3(31)6,72,Strike,super,-30
Yuzuriha,Throw,A+D,1070,4,3,24,Throw,other,
Yuzuriha,Throw,A+D,1580,4,3,24,Throw,other,
Yuzuriha,Togiri,StanceD,,,,,,special,
Yuzuriha,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Yuzuriha,Watamashi,Stance44,,,,,,special,
Yuzuriha,Watamashi,Stance66,,,,,,special,
Yuzuriha,"Zero no Kata Hi-ougi: Inochi Kurenai",A+B+C+D,3770,1+14,2,51,Strike,super,-25
